sample,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70#0,feature_71#0,feature_72#0,feature_73#0,feature_74#0,feature_75#0,feature_76#0,feature_77#0,feature_78#0,feature_79#0,feature_80#1,feature_81#1,feature_82#1,feature_83#1,feature_84#1,feature_85#1,feature_86#1,feature_87#1,feature_88#1,feature_89#1,feature_90#2,feature_91#2,feature_92#2,feature_93#2,feature_94#2,feature_95#2,feature_96#2,feature_97#2,feature_98#2,feature_99#2,status
sample_157,0.104972975,0.110673675,0.286917325,0.560652362,0.311246964,0.607124827,0.965364509,0.599215283,0.685957625,0.198347652,0.3924887,0.541843495,0.734694607,0.746421032,0.255190651,0.358583277,0.281832876,0.44996741,0.492720822,0.188630491,0.578331493,0.392340012,0.808601631,0.366313894,0.774897834,0.15235363,0.465353418,0.692399485,0.988036179,0.753014435,0.082909091,0.180169261,0.645755316,0.891358978,0.036777173,0.585393588,0.657473099,0.502302121,0.694717534,0.325832109,0.981660146,0.244483128,0.543414648,0.743221576,0.665355815,0.123820974,0.894988669,0.634155035,0.505673807,0.918087156,0.527228619,0.273586587,0.043558895,0.496896407,0.79898975,0.585201147,0.874029839,0.30497456,0.466207782,0.736456885,0.25948324,0.58475233,0.437489176,0.595239691,0.204901704,0.207736897,0.040041577,0.067974913,0.71286311,0.47955569,0.032246987,0.977567533,0.247485959,0.373223747,0.763865256,0.699854953,0.22739037,0.58137927,0.51857045,0.432736894,0.662159863,0.094106357,0.784635295,0.574994532,0.200374481,0.167395397,0.175484973,0.384193935,0.52791923,0.395849911,0.391650068,0.666510194,0.464411417,0.430988507,0.764998121,0.20434853,0.285172564,0.438516299,0.779357792,0.246885224,0
sample_158,0.330345344,0.955208772,0.878619794,0.357746431,0.742902719,0.973619076,0.452445502,0.997690007,0.229168737,0.270658981,0.07935665,0.542245345,0.689973612,0.563912444,0.395675897,0.513252937,0.712853675,0.080084292,0.053982736,0.036297719,0.44024081,0.018375747,0.700219147,0.308429227,0.74048996,0.46753621,0.303256971,0.573603018,0.41914886,0.090596969,0.254620865,0.412109998,0.234296259,0.702741283,0.908708577,0.34428148,0.044381081,0.563246123,0.096900888,0.261523312,0.039202503,0.231967205,0.898600008,0.421269787,0.684644592,0.101698757,0.743099135,0.190825973,0.459741985,0.857059814,0.229396793,0.098156549,0.992295811,0.193099508,0.202382847,0.308985147,0.169619228,0.897667012,0.913063479,0.735408446,0.866674157,0.947811554,0.851279623,0.03130129,0.906158122,0.578270517,0.147597061,0.112441719,0.771940381,0.7455685,0.879466887,0.544855458,0.06275871,0.798519786,0.690902078,0.711590777,0.673124975,0.628398981,0.484455757,0.763955155,0.523217054,0.731306709,0.426447625,0.467182306,0.100727119,0.066294469,0.916554133,0.679091545,0.872782925,0.012897657,0.506188811,0.901236152,0.136255234,0.460260282,0.227822653,0.843093974,0.713062819,0.826187246,0.730140937,0.260367974,0
sample_159,0.552089729,0.302981918,0.965397471,0.570526402,0.63030833,0.169537145,0.793895752,0.467765278,0.447942632,0.851258232,0.066616566,0.37438482,0.68636079,0.696123939,0.930699772,0.333292144,0.106706924,0.281935916,0.819135729,0.667767598,0.817360905,0.109310716,0.931122909,0.925620279,0.102948471,0.117098297,0.754393148,0.625028052,0.916453568,0.010725285,0.75563626,0.785526357,0.922429187,0.598440216,0.720419205,0.493500733,0.685468278,0.848077498,0.177958242,0.476481611,0.37874548,0.214637791,0.412896493,0.518337178,0.777431191,0.363167115,0.938413186,0.44554284,0.658452721,0.950941184,0.914622772,0.272240431,0.155172722,0.327727367,0.343159581,0.982147048,0.957646156,0.811694771,0.211111651,0.66608195,0.637905479,0.93889731,0.873407485,0.941097952,0.209177747,0.519913903,0.54969034,0.421190174,0.635864977,0.696218611,0.49214226,0.98188522,0.370295716,0.517731527,0.025614187,0.6107801,0.515313527,0.816472448,0.608364664,0.676618992,0.157999063,0.092694627,0.853057168,0.028337561,0.140915222,0.837409357,0.429155218,0.996724352,0.34700942,0.13446892,0.274896189,0.821368485,0.203497029,0.51044994,0.769147462,0.403651575,0.187363698,0.619372133,0.97889322,0.742364863,0
sample_160,0.77286638,0.006874029,0.192111766,0.690203825,0.424580119,0.428305202,0.589960417,0.85799878,0.065855123,0.60318325,0.588275806,0.24864415,0.953980942,0.716387214,0.508185019,0.69849542,0.301940725,0.608242251,0.884782834,0.236054039,0.568766361,0.085339077,0.935782972,0.16241916,0.68396469,0.606848252,0.357421596,0.191622664,0.032998437,0.403802115,0.593041043,0.064578037,0.107995489,0.752802581,0.103111324,0.94026016,0.158295603,0.105850736,0.013716477,0.53209881,0.090308597,0.830198914,0.886831659,0.297649499,0.481364873,0.486251075,0.84919277,0.950537628,0.289444584,0.604077133,0.883595177,0.260890014,0.515789586,0.336206492,0.525602142,0.870990325,0.627489607,0.735876077,0.010848631,0.081953942,0.577327805,0.711699486,0.145554889,0.324865594,0.917096923,0.623433838,0.395226255,0.109744057,0.374786441,0.628665155,0.364594908,0.026665268,0.450919512,0.183704126,0.244525064,0.498234043,0.528783304,0.439558179,0.34552828,0.380507603,0.806206206,0.565405539,0.247098147,0.909259707,0.518546935,0.881325488,0.323819299,0.962233773,0.050860584,0.237852419,0.662375027,0.725524046,0.3871014,0.78132478,0.168987061,0.471580348,0.545610659,0.641112877,0.912612542,0.546953256,1
sample_161,0.888156644,0.235191074,0.05968996,0.063138708,0.881182342,0.382204194,0.848701812,0.958163086,0.489138486,0.424927984,0.002799853,0.001303587,0.673718917,0.478045917,0.72268919,0.231600525,0.581075544,0.900821511,0.602535438,0.818346104,0.603537276,0.419325967,0.711154199,0.359565671,0.64536247,0.422626027,0.225614264,0.801900735,0.633059884,0.11972856,0.514641175,0.618968899,0.138809075,0.87530184,0.368589633,0.02960227,0.465155681,0.790033497,0.366143975,0.062703722,0.93905301,0.258118617,0.87300061,0.127229097,0.31365737,0.312861169,0.36357602,0.265850886,0.758868316,0.77358329,0.688717775,0.34662781,0.387133561,0.693065025,0.134595303,0.451025935,0.415519283,0.389841105,0.170249428,0.663477261,0.398780095,0.458531411,0.044118404,0.396025781,0.44046942,0.641161,0.461039248,0.649365278,0.757075834,0.006484333,0.133043179,0.314565954,0.827182162,0.724170982,0.161464548,0.28607295,0.860890398,0.447818897,0.767711918,0.004004977,0.072440001,0.132071133,0.721406424,0.955710186,0.366925781,0.007573893,0.584070796,0.97668518,0.924966542,0.521592258,0.634355901,0.776218872,0.565622805,0.888250675,0.613193638,0.910005292,0.550067705,0.521237859,0.774652981,0.426853438,1
sample_162,0.29461225,0.079941337,0.443363047,0.660149398,0.222922728,0.097705064,0.363261106,0.614395818,0.892330994,0.437892337,0.516129536,0.447853586,0.164479242,0.134428414,0.351599169,0.027867194,0.165349504,0.907972344,0.252541939,0.099676566,0.116340294,0.825309694,0.315793398,0.681341201,0.829305725,0.236005916,0.485093486,0.580595132,0.814943939,0.0564244,0.89136384,0.978339386,0.335270754,0.321428164,0.269321233,0.585982731,0.240314533,0.33564027,0.087855667,0.305928147,0.918271619,0.349320438,0.665114895,0.033966122,0.458788845,0.582862391,0.120844897,0.317836384,0.456715196,0.855910167,0.857045739,0.824051721,0.572345625,0.037857572,0.476874119,0.679520931,0.738271455,0.911049287,0.996372409,0.98707193,0.403434908,0.755632292,0.627247727,0.570722277,0.351791739,0.647742028,0.839012172,0.424383311,0.529825191,0.567997944,0.872715079,0.261978768,0.664737128,0.133706267,0.181745522,0.333360081,0.536445138,0.333318307,0.020789807,0.684125825,0.242224129,0.370065289,0.360837234,0.062149514,0.919411587,0.847271311,0.068730259,0.284198442,0.492814341,0.638488046,0.574385387,0.539977991,0.195697418,0.50027361,0.201058393,0.555567746,0.064312149,0.850684058,0.838364352,0.998211855,1
sample_163,0.012599179,0.771349759,0.58563528,0.687553455,0.278220363,0.581980004,0.640671448,0.039341466,0.049055714,0.000466149,0.419877245,0.660588428,0.866405979,0.27116823,0.21623306,0.166075423,0.897533156,0.546719178,0.353221088,0.570535442,0.894546071,0.530096176,0.638810611,0.018090276,0.209761581,0.195999048,0.126185427,0.93403451,0.858953004,0.656845137,0.792661408,0.519880979,0.474045869,0.471536755,0.777607283,0.744028758,0.573311546,0.274101481,0.036364227,0.602265842,0.635125711,0.549275418,0.104392394,0.942360971,0.169499399,0.307585806,0.564736838,0.79188929,0.756106091,0.037570019,0.627484013,0.119442789,0.636047394,0.290140838,0.856165133,0.812127254,0.796759151,0.550867884,0.749113013,0.766654185,0.752496095,0.108457794,0.321064487,0.095703503,0.275496604,0.068124463,0.971294435,0.86932946,0.166334455,0.799253248,0.321855734,0.418348853,0.818749521,0.666696679,0.182982009,0.253526011,0.975189946,0.243334448,0.253556652,0.302008091,0.324828722,0.337417334,0.548397981,0.476489676,0.831870227,0.585034338,0.085812352,0.232198777,0.617656493,0.809057577,0.173517739,0.978666537,0.894463958,0.963787994,0.436886976,0.906862695,0.004692305,0.083431987,0.734112365,0.721240325,0
sample_164,0.175409725,0.531499355,0.238716267,0.279325098,0.80426565,0.867462822,0.520233374,0.179397146,0.065647241,0.806663429,0.712614759,0.581824338,0.172580611,0.286048089,0.726717917,0.009680998,0.87506691,0.560072569,0.188619957,0.378472098,0.089284798,0.779187431,0.815446692,0.934407716,0.977952052,0.602490964,0.091690677,0.285176051,0.023996129,0.9134378,0.201535799,0.057000174,0.815098594,0.149742295,0.745388618,0.057174296,0.956765684,0.988586423,0.117982839,0.226670284,0.829097674,0.739589898,0.100843871,0.159591849,0.285628906,0.448673585,0.364827291,0.168872329,0.039650916,0.091478525,0.255176755,0.968525093,0.45717705,0.040280033,0.832243249,0.289582333,0.553287177,0.878994147,0.95966201,0.982749314,0.875426359,0.23913717,0.670229716,0.08092861,0.229040798,0.500532739,0.401516922,0.961109576,0.164899807,0.163231177,0.229668389,0.867565985,0.071899716,0.850361409,0.948585533,0.985403354,0.715504497,0.437931987,0.293011568,0.889222704,0.516226173,0.914555404,0.420431485,0.875618944,0.047592124,0.831353361,0.123778557,0.285128216,0.857008529,0.707079027,0.563110729,0.04832338,0.849154632,0.796422403,0.124599994,0.876708899,0.467167445,0.28447585,0.712196841,0.067530941,0
sample_165,0.913741971,0.631689037,0.642058033,0.169842222,0.196557158,0.102698975,0.820554588,0.329752698,0.761386289,0.546917407,0.534903673,0.136404708,0.019056796,0.438927489,0.975410252,0.826113048,0.262539214,0.57811619,0.883906869,0.223613087,0.280972098,0.874503111,0.3993007,0.293327135,0.624464577,0.703086632,0.80848227,0.758803393,0.503401351,0.488976574,0.698234135,0.543801088,0.70344055,0.341727331,0.242240054,0.608513932,0.942145801,0.169214855,0.906498166,0.769813363,0.771864668,0.244830369,0.699046685,0.959663508,0.870950366,0.719751911,0.112513628,0.09829001,0.759587335,0.814391761,0.517004366,0.832369644,0.381182337,0.134505098,0.149079629,0.35640974,0.862900025,0.608005365,0.587881379,0.829680953,0.128827488,0.245201327,0.272010924,0.493676709,0.781747015,0.941588075,0.390400364,0.613501891,0.89933049,0.873905846,0.89378438,0.419827857,0.605539471,0.841297402,0.332033406,0.793607455,0.509899751,0.979044668,0.046169745,0.082242099,0.810846651,0.68805815,0.67257837,0.419244819,0.491918456,0.383336752,0.741309299,0.182297803,0.016910505,0.919035094,0.309104179,0.231588173,0.758089269,0.572569608,0.964174716,0.824204116,0.001020028,0.77795893,0.402077182,0.436088228,0
sample_166,0.091379689,0.428967001,0.866235591,0.240744674,0.420806697,0.894116484,0.112618502,0.394171478,0.603700286,0.905342757,0.97497379,0.561181966,0.998635091,0.461047211,0.007868567,0.444852321,0.990757465,0.919405522,0.001312851,0.986830247,0.778589558,0.147004052,0.254730007,0.109798517,0.854700215,0.300116517,0.037460687,0.946253436,0.473620444,0.593538035,0.820897988,0.290326023,0.101000561,0.608448525,0.257786164,0.273186753,0.920054374,0.286031218,0.597613131,0.317949741,0.27128661,0.54550128,0.253537857,0.62111222,0.41314578,0.175205926,0.130585178,0.223403164,0.592897441,0.062570423,0.073715018,0.957088506,0.768897355,0.548657869,0.996647925,0.782212517,0.633019407,0.956303542,0.318636606,0.51153827,0.939364471,0.863934948,0.844693139,0.183575979,0.658308496,0.00410237,0.251411174,0.024992758,0.137406762,0.22853361,0.531806984,0.302173293,0.380409447,0.013949716,0.780727875,0.74814069,0.109305895,0.338084981,0.509706626,0.577067925,0.530895236,0.673794634,0.962349056,0.586627729,0.230027457,0.632665828,0.768298795,0.692636709,0.780812618,0.459408571,0.016396086,0.247268145,0.643672615,0.651085768,0.62971135,0.770355113,0.61694825,0.030913647,0.944552825,0.547827975,0
sample_167,0.444669432,0.66551249,0.047244934,0.612534816,0.296605522,0.01738191,0.553922561,0.693272214,0.449208243,0.689287894,0.642889346,0.431676377,0.284175638,0.397804452,0.775102368,0.781210091,0.786790591,0.509536349,0.509658082,0.870331951,0.128751728,0.763410197,0.979051923,0.153362547,0.024509767,0.296883157,0.610732024,0.844871603,0.726530153,0.571213261,0.192349566,0.161912387,0.06743341,0.645655065,0.460787638,0.500941001,0.684857065,0.088735757,0.324709888,0.014075847,0.368655056,0.912986156,0.79191255,0.311770078,0.384689939,0.400632764,0.08128761,0.229676636,0.817047202,0.280678475,0.333796519,0.722492529,0.632430709,0.138802184,0.479766061,0.786665438,0.282757663,0.153899344,0.968073161,0.274566968,0.828424742,0.095168513,0.434032804,0.286678287,0.06546904,0.445733564,0.927022746,0.75072397,0.810936951,0.090339144,0.331444127,0.32251731,0.444271503,0.142210802,0.844077315,0.07811342,0.543424526,0.037703288,0.137630644,0.514480263,0.427255148,0.976499775,0.759404519,0.193263046,0.853388206,0.223098541,0.351907268,0.941107564,0.193452175,0.165862766,0.848072853,0.481863096,0.262859758,0.455363162,0.304090785,0.994153936,0.780473672,0.248484128,0.820809249,0.582325671,1
sample_168,0.602222306,0.508151795,0.657643873,0.148208516,0.674661803,0.293263362,0.234135264,0.660706085,0.858031343,0.805371185,0.625709801,0.859580207,0.019092189,0.88347362,0.865677223,0.354592941,0.495128644,0.171524015,0.511163919,0.98919125,0.735308925,0.023411119,0.824860842,0.835117854,0.626912734,0.701685748,0.76350754,0.792757036,0.802999752,0.128066877,0.494228425,0.084192636,0.650485639,0.96860952,0.481790062,0.109216003,0.85484239,0.02287251,0.276297249,0.838981476,0.438880454,0.824245312,0.103805865,0.234002225,0.797005294,0.887062021,0.274882411,0.285821334,0.699402264,0.25399099,0.034841086,0.325813041,0.172140266,0.414543743,0.99751112,0.284214092,0.267093378,0.480135164,0.889374915,0.007404487,0.026710579,0.019040678,0.09881019,0.303957761,0.315539858,0.579006376,0.944138052,0.048829557,0.983867221,0.616783044,0.308329529,0.862010236,0.314839157,0.12227869,0.825479473,0.621108343,0.460953157,0.645296607,0.61768205,0.503311258,0.076505216,0.164324806,0.274797999,0.570270191,0.565163167,0.101263635,0.764617334,0.41420743,0.149505081,0.301300532,0.827363771,0.562031684,0.063379341,0.53305957,0.511953496,0.790158765,0.888271325,0.05083075,0.648464459,0.483047502,0
sample_169,0.902904103,0.040894369,0.156458143,0.198652822,0.190989916,0.677083676,0.380822657,0.154196787,0.986617063,0.902087491,0.821674618,0.38079275,0.910732409,0.642552879,0.660015691,0.642971412,0.280393165,0.947507983,0.102224845,0.807262266,0.703758519,0.032900253,0.178955678,0.532051187,0.335856109,0.13139946,0.079413775,0.984382886,0.538284435,0.802340734,0.770770535,0.840516191,0.502966637,0.321335167,0.186594082,0.088637078,0.862393636,0.771173013,0.014240205,0.589893215,0.700854964,0.21652462,0.763392505,0.413444208,0.498880593,0.112394386,0.472127407,0.802501248,0.656841313,0.706831762,0.600235176,0.178775799,0.621213655,0.765871802,0.154890827,0.651685365,0.757811899,0.148356792,0.687698227,0.14212954,0.736102713,0.831075988,0.881464861,0.577470833,0.472541228,0.546017243,0.709271236,0.214770628,0.470212369,0.012575424,0.528138384,0.633005044,0.677093998,0.143860523,0.470014384,0.208696943,0.683831317,0.455316513,0.227397846,0.224504213,0.427073359,0.505349635,0.646324449,0.790178313,0.963194153,0.037177743,0.433195524,0.905781457,0.852780183,0.991225165,0.175918039,0.365970557,0.929158973,0.318280548,0.220804561,0.049616298,0.690906168,0.5996609,0.93972432,0.379494346,1
sample_170,0.840810057,0.861257891,0.340810008,0.108681633,0.811600476,0.11425809,0.086245089,0.800005047,0.633485826,0.091224477,0.977107176,0.165127673,0.857763119,0.881954486,0.594420375,0.063243277,0.28096646,0.076658849,0.112677191,0.469597277,0.812350919,0.137319237,0.982081286,0.943278957,0.669615164,0.71747155,0.743177815,0.71288334,0.335884351,0.891281822,0.606258212,0.76819062,0.933271888,0.54720647,0.10877768,0.658608897,0.57642162,0.676494821,0.09989978,0.725877108,0.145495663,0.209631961,0.769632542,0.388845763,0.658502421,0.759064859,0.786812405,0.598304069,0.311779291,0.348550349,0.558208353,0.009231571,0.690445074,0.137388529,0.738821006,0.788117528,0.29830495,0.350260432,0.089835319,0.920131446,0.606717207,0.274584346,0.034187589,0.711753689,0.324364716,0.233195572,0.15439627,0.704360763,0.694283646,0.342860926,0.580672107,0.217542682,0.823799282,0.413011805,0.654694023,0.254627519,0.359740855,0.499394129,0.590736139,0.147651548,0.923707472,0.363046206,0.702894197,0.553980147,0.287570295,0.54761798,0.746168014,0.437396879,0.364146443,0.167023551,0.312779369,0.416571544,0.984148918,0.637484341,0.19536117,0.45871697,0.502531671,0.292743042,0.081695516,0.920592932,0
sample_171,0.179121438,0.375175362,0.736965872,0.777588784,0.915081059,0.521385848,0.06520331,0.775193699,0.751744588,0.524499226,0.321265816,0.395778169,0.863116673,0.729203431,0.964206152,0.597823902,0.13613236,0.397011021,0.178188441,0.458941385,0.37850141,0.506612104,0.825831408,0.357144527,0.444326212,0.323509364,0.360757111,0.400098154,0.302095235,0.496681289,0.94081473,0.023261381,0.022296692,0.462448541,0.45881286,0.548480187,0.176707529,0.747302387,0.540514587,0.168747024,0.853224054,0.574676281,0.487359099,0.739421276,0.396985146,0.005084167,0.320291751,0.921760085,0.978872409,0.491058473,0.356094438,0.258514844,0.975896521,0.038163363,0.813975801,0.540730144,0.187020119,0.268855603,0.640043609,0.364315321,0.364367411,0.232400289,0.431554875,0.723032325,0.370066229,0.855044516,0.728896323,0.565147525,0.113851291,0.938453963,0.85734217,0.156588774,0.513093249,0.748776023,0.249949821,0.80405134,0.820540433,0.806227447,0.145426038,0.938831497,0.296092221,0.814594958,0.999631333,0.256761142,0.823709024,0.894717212,0.330148467,0.167615505,0.985636529,0.031954965,0.178490235,0.669490636,0.778439081,0.317094934,0.375751563,0.28888268,0.898727497,0.919472935,0.511167444,0.689220841,0
sample_172,0.092312234,0.81532031,0.719079647,0.564832002,0.08929347,0.569607347,0.102249309,0.600777914,0.218613219,0.847255584,0.86078572,0.963166205,0.143964095,0.560339137,0.121198995,0.919786955,0.392198496,0.634096798,0.78638247,0.96441539,0.035538114,0.734491383,0.387938495,0.537665376,0.26536508,0.359242146,0.408349405,0.107560602,0.147275383,0.265673819,0.78101356,0.653244185,0.73647964,0.874894139,0.091573663,0.748948837,0.4658242,0.874120552,0.610545477,0.342366083,0.314513665,0.369916418,0.066071326,0.642346529,0.208942164,0.223289692,0.340604737,0.590694307,0.981228512,0.727603853,0.398167221,0.990271642,0.529719186,0.798372912,0.751449399,0.660076649,0.869390603,0.509108727,0.720750008,0.145530953,0.185232832,0.813742697,0.919744475,0.199085813,0.333802004,0.76010691,0.445681337,0.458050055,0.239905779,0.375842174,0.147715269,0.003486253,0.24848449,0.928634365,0.991179774,0.816149818,0.553997634,0.809894633,0.269194154,0.13055775,0.384216177,0.693294956,0.803058054,0.431703303,0.423327759,0.255557764,0.920952552,0.958283633,0.149413599,0.202961809,0.439823539,0.508922584,0.879966236,0.75402192,0.535399234,0.538377989,0.015092008,0.363008023,0.906026291,0.392297254,1
sample_173,0.771891882,0.049256266,0.527237319,0.387112629,0.831714615,0.947183265,0.779150647,0.01639565,0.923522389,0.395785294,0.337044055,0.916405173,0.015399607,0.250739341,0.380167104,0.635471743,0.312859515,0.144043133,0.596968992,0.710802291,0.938954407,0.329609571,0.699391519,0.619931469,0.70444466,0.544664454,0.690431817,0.225105793,0.892816926,0.996299312,0.671015855,0.027415065,0.9840014,0.306956506,0.224021489,0.810880735,0.584615338,0.195352297,0.785330186,0.05519829,0.555706574,0.517567712,0.00316356,0.344945994,0.945441519,0.358057466,0.055759454,0.623019206,0.158973309,0.793024131,0.373468842,0.122058877,0.027010998,0.592386524,0.386992606,0.415404914,0.063261246,0.501066809,0.194719959,0.885665924,0.204044666,0.089646164,0.377424299,0.584809161,0.688651133,0.264238016,0.654674261,0.149522309,0.298429551,0.479409608,0.619895675,0.938647973,0.806196053,0.760139149,0.023017734,0.453641305,0.492561108,0.025660409,0.995515445,0.791382947,0.722176905,0.157728226,0.228684141,0.833196078,0.577408242,0.801728168,0.144865787,0.727583333,0.901327233,0.171161449,0.867423901,0.339790117,0.588796105,0.526477774,0.915144202,0.621782862,0.834701049,0.7003344,0.823667034,0.707045831,1
sample_174,0.169711519,0.961448653,0.121913991,0.010033247,0.485261855,0.054036418,0.787892379,0.114915356,0.27045783,0.968908138,0.802399701,0.965541337,0.55532708,0.508658913,0.241642942,0.533455722,0.072082747,0.071092268,0.637215293,0.590531954,0.097969934,0.571821334,0.36915959,0.555148249,0.294934533,0.646861031,0.639728236,0.284070037,0.639927362,0.12719984,0.577769768,0.794475703,0.881174006,0.785962702,0.601258306,0.648311153,0.336520695,0.748591151,0.520931826,0.104916087,0.95761716,0.772200385,0.351178705,0.448407866,0.71246688,0.199552245,0.23198875,0.234369756,0.785433436,0.477632429,0.536018826,0.833984983,0.874256151,0.121452566,0.325169836,0.94320413,0.884063602,0.423560687,0.278307454,0.946434841,0.604981173,0.434147917,0.117597387,0.985818311,0.052128751,0.341167729,0.928533004,0.731067732,0.364314737,0.106851464,0.579342232,0.839532526,0.372340845,0.972304002,0.770990581,0.96748673,0.158241278,0.414748771,0.236030247,0.793746307,0.656684712,0.331806254,0.41575412,0.289669585,0.158812354,0.230833356,0.249285432,0.484050297,0.193697168,0.950440454,0.332394547,0.008528752,0.867267251,0.966928468,0.674106924,0.796237958,0.349111852,0.670395204,0.920493275,0.523600124,0
sample_175,0.491202097,0.147480412,0.071448193,0.965403058,0.289421661,0.095223933,0.530003821,0.732752646,0.667033023,0.139429266,0.753410045,0.136874323,0.61189636,0.13560537,0.988367229,0.567225808,0.488859181,0.988208692,0.987571767,0.352887876,0.885153809,0.210217412,0.291344757,0.245455325,0.427944779,0.785832149,0.029368688,0.76556148,0.839533031,0.055788234,0.623646098,0.550200272,0.147704623,0.412830907,0.493920701,0.888813977,0.268537132,0.062749884,0.306989602,0.169424438,0.803162105,0.035422923,0.972193779,0.978412066,0.212211664,0.085672851,0.463574422,0.910980963,0.9141852,0.76852361,0.156195501,0.182195243,0.83397759,0.621472266,0.271203945,0.83736958,0.311245039,0.185741228,0.814721043,0.829202721,0.731930353,0.052036788,0.250961526,0.583332748,0.174881917,0.174757581,0.05776188,0.072092193,0.965739604,0.978935894,0.551688677,0.388714489,0.579618119,0.635926218,0.612298326,0.533068172,0.76669174,0.478604558,0.682173237,0.330980172,0.967384946,0.148810598,0.163554136,0.438144624,0.389487395,0.117798444,0.934672334,0.68150979,0.294480419,0.217632549,0.750306518,0.925798117,0.508445532,0.58636496,0.366631528,0.293245689,0.720053691,0.449770729,0.892070409,0.338581329,1
sample_176,0.989589941,0.288236017,0.805951801,0.773200242,0.068934223,0.657797035,0.838169363,0.934315703,0.145016758,0.824838255,0.530201965,0.859952814,0.467747407,0.557395564,0.592806366,0.258515461,0.404244209,0.704852735,0.05999106,0.780405166,0.122187048,0.595156819,0.36490904,0.466140796,0.199943358,0.131442588,0.021665774,0.00445074,0.520160429,0.841271941,0.589892031,0.790076049,0.701241625,0.989611896,0.736813854,0.456352423,0.123415393,0.863451455,0.273704616,0.191011002,0.977730246,0.364354947,0.949889978,0.595571568,0.312520892,0.787125511,0.928268647,0.52802369,0.776666964,0.372895105,0.931206967,0.249504333,0.528399719,0.099193691,0.878232645,0.180080209,0.396330816,0.404225705,0.6774444,0.596122794,0.25875462,0.100937447,0.872077438,0.608684219,0.946004094,0.789553403,0.655732379,0.858826715,0.818787601,0.244594907,0.60164732,0.346122504,0.995575558,0.223917447,0.251287974,0.104872641,0.273001704,0.098660373,0.874647054,0.784668457,0.22874801,0.00684942,0.538517327,0.306506817,0.678753252,0.666854708,0.483060972,0.165376245,0.46104622,0.782248203,0.258276669,0.64905048,0.698230286,0.797627053,0.465537471,0.148830706,0.418634447,0.244582305,0.851392185,0.52342005,1
sample_177,0.799015602,0.123716539,0.07525137,0.640834487,0.826861964,0.277651249,0.896166288,0.145415181,0.751378236,0.949683065,0.213277422,0.189450341,0.820564337,0.570177161,0.150349739,0.733239733,0.91420912,0.918078216,0.283141089,0.271298522,0.965506931,0.653224903,0.251556962,0.488043387,0.204253507,0.107821006,0.415615074,0.508050109,0.957972557,0.241322906,0.029555552,0.951582167,0.542158027,0.041853694,0.547626788,0.388779136,0.475974599,0.379835534,0.407717872,0.390815879,0.864392273,0.883227078,0.205886647,0.231296428,0.235521388,0.138852032,0.792167053,0.200867993,0.600689578,0.378100453,0.756742157,0.671523221,0.147589347,0.691103763,0.728406218,0.259068076,0.325919093,0.182195261,0.042239655,0.039134706,0.960518681,0.987931177,0.844140659,0.923350681,0.826539769,0.347076403,0.60777038,0.456666171,0.213101215,0.905587115,0.049617121,0.62638662,0.790434775,0.030938441,0.697647341,0.982587544,0.567945383,0.673337353,0.299928129,0.640247744,0.485034048,0.87283435,0.681697332,0.752343312,0.211829081,0.087585692,0.025684976,0.523848044,0.211628086,0.943360791,0.35426168,0.138616214,0.117366897,0.155767692,0.729546125,0.937321238,0.2322389,0.966711052,0.081294634,0.311981772,1
sample_178,0.228895333,0.9664886,0.950733958,0.012962782,0.252816387,0.074757913,0.331681655,0.367480083,0.547169055,0.600749013,0.111215375,0.98004568,0.85800734,0.698937044,0.610624292,0.935720748,0.971963593,0.84462984,0.286052474,0.75200642,0.636815434,0.71010757,0.156221786,0.070680355,0.206225085,0.81949972,0.80448422,0.414862949,0.407425339,0.270563975,0.81299788,0.123202988,0.508302551,0.704387636,0.334034794,0.561192082,0.644102059,0.869751905,0.224603738,0.385754827,0.088685335,0.123040214,0.960094257,0.60687504,0.791063932,0.317435107,0.651971777,0.6931224,0.850511076,0.441948807,0.422090801,0.839892263,0.237881208,0.081744471,0.026526683,0.340747665,0.142095188,0.602110316,0.105431058,0.448856008,0.080822434,0.538560208,0.094167931,0.408145337,0.09514282,0.120847397,0.330793166,0.196982939,0.172472145,0.565909898,0.694191282,0.624646078,0.257657849,0.884165458,0.161843987,0.606453187,0.361340264,0.8191212,0.556847074,0.007376592,0.017305858,0.533605419,0.233915636,0.461698195,0.342533192,0.56207562,0.18930415,0.224607317,0.540694755,0.766011094,0.527748639,0.717592707,0.886744301,0.793668998,0.273213245,0.680903672,0.447097913,0.67588486,0.240668904,0.149778872,1
